ID	taxonomy	Taxon	Taxon Level	Feeding	Lifestyle	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
Genus01742	Ascomycota;Pezizomycotina;Dothideomycetes;Fusicladium	Fusicladium	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01743	Ascomycota;Pezizomycotina;Dothideomycetes;Gloniopsis	Gloniopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01745	Ascomycota;Pezizomycotina;Dothideomycetes;Guignardia	Guignardia	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01747	Ascomycota;Pezizomycotina;Dothideomycetes;Halomassarina	Halomassarina	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01748	Ascomycota;Pezizomycotina;Dothideomycetes;Harpidium	Harpidium	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01750	Ascomycota;Pezizomycotina;Dothideomycetes;Helicoma	Helicoma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01751	Ascomycota;Pezizomycotina;Dothideomycetes;Helicomyces	Helicomyces	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01752	Ascomycota;Pezizomycotina;Dothideomycetes;Helicoon	Helicoon	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01753	Ascomycota;Pezizomycotina;Dothideomycetes;Helicosporium	Helicosporium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01755	Ascomycota;Pezizomycotina;Dothideomycetes;Herpotrichia	Herpotrichia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01757	Ascomycota;Pezizomycotina;Dothideomycetes;Hormonema	Hormonema	13	Saprotroph	Undefined Saprotroph	Facultative Yeast	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01758	Ascomycota;Pezizomycotina;Dothideomycetes;Hortaea	Hortaea	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01762	Ascomycota;Pezizomycotina;Dothideomycetes;Hysterobrevium	Hysterobrevium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01763	Ascomycota;Pezizomycotina;Dothideomycetes;Hysterographium	Hysterographium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01764	Ascomycota;Pezizomycotina;Dothideomycetes;Hysteropatella	Hysteropatella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01765	Ascomycota;Pezizomycotina;Dothideomycetes;Jahnula	Jahnula	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01766	Ascomycota;Pezizomycotina;Dothideomycetes;Julella	Julella	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01767	Ascomycota;Pezizomycotina;Dothideomycetes;Kabatiella	Kabatiella	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01768	Ascomycota;Pezizomycotina;Dothideomycetes;Kalmusia	Kalmusia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01769	Ascomycota;Pezizomycotina;Dothideomycetes;Karstenula	Karstenula	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01770	Ascomycota;Pezizomycotina;Dothideomycetes;Katumotoa	Katumotoa	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01771	Ascomycota;Pezizomycotina;Dothideomycetes;Keissleriella	Keissleriella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01772	Ascomycota;Pezizomycotina;Dothideomycetes;Kellermania	Kellermania	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01773	Ascomycota;Pezizomycotina;Dothideomycetes;Lasiodiplodia	Lasiodiplodia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01776	Ascomycota;Pezizomycotina;Dothideomycetes;Lepidopterella	Lepidopterella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01777	Ascomycota;Pezizomycotina;Dothideomycetes;Lepidosphaeria	Lepidosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01778	Ascomycota;Pezizomycotina;Dothideomycetes;Leptosphaeria	Leptosphaeria	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01779	Ascomycota;Pezizomycotina;Dothideomycetes;Leptosphaerulina	Leptosphaerulina	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01781	Ascomycota;Pezizomycotina;Dothideomycetes;Leptoxyphium	Leptoxyphium	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01783	Ascomycota;Pezizomycotina;Dothideomycetes;Lewia	Lewia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01787	Ascomycota;Pezizomycotina;Dothideomycetes;Lithothelium	Lithothelium	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01788	Ascomycota;Pezizomycotina;Dothideomycetes;Lizonia	Lizonia	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01790	Ascomycota;Pezizomycotina;Dothideomycetes;Lophiostoma	Lophiostoma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01791	Ascomycota;Pezizomycotina;Dothideomycetes;Lophiotrema	Lophiotrema	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01792	Ascomycota;Pezizomycotina;Dothideomycetes;Lophium	Lophium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01793	Ascomycota;Pezizomycotina;Dothideomycetes;Macrodiplodiopsis	Macrodiplodiopsis	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01794	Ascomycota;Pezizomycotina;Dothideomycetes;Manglicola	Manglicola	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01795	Ascomycota;Pezizomycotina;Dothideomycetes;Massaria	Massaria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01796	Ascomycota;Pezizomycotina;Dothideomycetes;Massarina	Massarina	13	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01797	Ascomycota;Pezizomycotina;Dothideomycetes;Massariosphaeria	Massariosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01798	Ascomycota;Pezizomycotina;Dothideomycetes;Mauritiana	Mauritiana	13	Symbiotroph	Lichenized	Thallus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01799	Ascomycota;Pezizomycotina;Dothideomycetes;Medicopsis	Medicopsis	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01800	Ascomycota;Pezizomycotina;Dothideomycetes;Melanomma	Melanomma	13	Symbiotroph	Lichenized	Thallus	NULL	Highly Probable	NULL	b'Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
Genus01801	Ascomycota;Pezizomycotina;Dothideomycetes;Melanops	Melanops	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01802	Ascomycota;Pezizomycotina;Dothideomycetes;Meliolina	Meliolina	13	Pathotroph	NULL	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01803	Ascomycota;Pezizomycotina;Dothideomycetes;Metacoleroa	Metacoleroa	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01807	Ascomycota;Pezizomycotina;Dothideomycetes;Microsphaeropsis	Microsphaeropsis	13	Pathotroph-Symbiotroph	Animal Pathogen-Epiphyte	Microfungus	NULL	Probable	Epiphyte host-Malus pumila (Andrews et al. 1983); Etiological agent of human skin infection (Guarro et al. 1999)	b'Andrews JH, et al. 1983. Phytopathology 73:228-234 ((https://doi.org/10.1094/Phyto-73-228)); Guarro J, et al. 1999. Medical Mycology 37:133-137 ((https://doi.org/10.1080/02681219980000211)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01809	Ascomycota;Pezizomycotina;Dothideomycetes;Minutisphaera	Minutisphaera	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01810	Ascomycota;Pezizomycotina;Dothideomycetes;Miuraea	Miuraea	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01811	Ascomycota;Pezizomycotina;Dothideomycetes;Monascostroma	Monascostroma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01813	Ascomycota;Pezizomycotina;Dothideomycetes;Montagnula	Montagnula	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01815	Ascomycota;Pezizomycotina;Dothideomycetes;Munkovalsaria	Munkovalsaria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01816	Ascomycota;Pezizomycotina;Dothideomycetes;Muyocopron	Muyocopron	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01817	Ascomycota;Pezizomycotina;Dothideomycetes;Mycosphaerella	Mycosphaerella	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01818	Ascomycota;Pezizomycotina;Dothideomycetes;Mycosphaerellaceae	Mycosphaerellaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
Genus01820	Ascomycota;Pezizomycotina;Dothideomycetes;Myriangium	Myriangium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01821	Ascomycota;Pezizomycotina;Dothideomycetes;Mytilinidion	Mytilinidion	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01823	Ascomycota;Pezizomycotina;Dothideomycetes;Neofusicoccum	Neofusicoccum	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01827	Ascomycota;Pezizomycotina;Dothideomycetes;Neoscytalidium	Neoscytalidium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01828	Ascomycota;Pezizomycotina;Dothideomycetes;Neosetophoma	Neosetophoma	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01829	Ascomycota;Pezizomycotina;Dothideomycetes;Neotestudina	Neotestudina	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01831	Ascomycota;Pezizomycotina;Dothideomycetes;Ochroconis	Ochroconis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01832	Ascomycota;Pezizomycotina;Dothideomycetes;Oedohysterium	Oedohysterium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01833	Ascomycota;Pezizomycotina;Dothideomycetes;Ophiobolus	Ophiobolus	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01834	Ascomycota;Pezizomycotina;Dothideomycetes;Ophiosphaerella	Ophiosphaerella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01835	Ascomycota;Pezizomycotina;Dothideomycetes;Paraconiothyrium	Paraconiothyrium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01836	Ascomycota;Pezizomycotina;Dothideomycetes;Paradendryphiella	Paradendryphiella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01838	Ascomycota;Pezizomycotina;Dothideomycetes;Paraphaeosphaeria	Paraphaeosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01840	Ascomycota;Pezizomycotina;Dothideomycetes;Passalora	Passalora	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01844	Ascomycota;Pezizomycotina;Dothideomycetes;Peltaster	Peltaster	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01845	Ascomycota;Pezizomycotina;Dothideomycetes;Penidiella	Penidiella	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01847	Ascomycota;Pezizomycotina;Dothideomycetes;Phacellium	Phacellium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01848	Ascomycota;Pezizomycotina;Dothideomycetes;Phaeocryptopus	Phaeocryptopus	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
Genus01849	Ascomycota;Pezizomycotina;Dothideomycetes;Phaeodothis	Phaeodothis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01850	Ascomycota;Pezizomycotina;Dothideomycetes;Phaeoisariopsis	Phaeoisariopsis	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01851	Ascomycota;Pezizomycotina;Dothideomycetes;Phaeophleospora	Phaeophleospora	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01853	Ascomycota;Pezizomycotina;Dothideomycetes;Phaeosphaeria	Phaeosphaeria	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01854	Ascomycota;Pezizomycotina;Dothideomycetes;Phaeosphaeriaceae	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Microfungus	NULL	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
Genus01855	Ascomycota;Pezizomycotina;Dothideomycetes;Phaeosphaeriopsis	Phaeosphaeriopsis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01857	Ascomycota;Pezizomycotina;Dothideomycetes;Phaeotrichum	Phaeotrichum	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
Genus01858	Ascomycota;Pezizomycotina;Dothideomycetes;Phoma	Phoma	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Dung Saprotroph-Lichen Parasite-Litter Saprotroph-Plant Pathogen-Soil Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	b'Richardson MJ. 1972. Transactions of the British Mycological Society 58:37-48 ((https://doi.org/10.1016/S0007-1536(72)80069-X)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; de Gruyter J, et al. 2010. Mycologia 102:1066-1081 ((https://doi.org/10.3852/09-240)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'
